32520,1467,1591
32560,1513,1591
32700,1591,1467
32720,1591,1467
32740,1591,1467
32760,1591,1467
32820,1467,1591
32840,1467,1591
32860,1467,1591
32960,1568,1591
32980,1568,1591
33000,1568,1591
33020,1568,1591
33080,1562,1467
33180,1524,1562
33220,1524,1562
33260,1771,1428
33400,1600,1523
33400,1525,1529
33400,1600,1544
33400,1600,1529
33400,1600,1519
33400,1544,1529
33400,1544,1519
33400,1600,1525
33400,1600,1583
33400,1510,1519
33400,1544,1525
33400,1519,1583
33400,1519,1525
33400,1519,1529
33400,1549,1525
33400,1583,1529
33400,1510,1525
33400,1583,1525
33400,1553,1525
33400,1583,1510
33420,1606,1523
33420,1600,1510
33420,1600,1544
33420,1600,1549
33420,1600,1529
33420,1600,1519
33420,1510,1544
33420,1544,1583
33420,1544,1529
33420,1544,1519
33420,1549,1529
33420,1519,1553
33420,1523,1525
33420,1600,1553
33420,1600,1525
33420,1600,1583
33420,1510,1549
33420,1510,1529
33420,1510,1519
33420,1544,1553
33420,1544,1549
33420,1544,1525
33420,1519,1549
33420,1519,1583
33420,1519,1525
33420,1519,1529
33420,1549,1553
33420,1549,1525
33420,1549,1583
33420,1583,1529
33420,1553,1523
33420,1510,1525
33420,1583,1553
33420,1583,1525
33420,1553,1525
33420,1510,1553
33420,1583,1510
33440,1600,1510
33440,1600,1544
33440,1600,1549
33440,1600,1529
33440,1600,1519
33440,1510,1544
33440,1544,1583
33440,1544,1529
33440,1544,1519
33440,1549,1529
33440,1519,1553
33440,1523,1525
33440,1600,1553
33440,1600,1525
33440,1600,1583
33440,1510,1549
33440,1510,1529
33440,1510,1519
33440,1544,1553
33440,1544,1523
33440,1544,1549
33440,1544,1525
33440,1519,1549
33440,1519,1583
33440,1519,1523
33440,1519,1525
33440,1519,1529
33440,1549,1553
33440,1549,1525
33440,1549,1583
33440,1583,1529
33440,1553,1523
33440,1529,1525
33440,1510,1525
33440,1583,1553
33440,1583,1525
33440,1553,1525
33440,1510,1553
33440,1583,1510
33460,1600,1553
33460,1600,1523
33460,1600,1525
33460,1600,1583
33460,1510,1549
33460,1510,1529
33460,1510,1519
33460,1544,1553
33460,1544,1523
33460,1544,1549
33460,1544,1525
33460,1519,1549
33460,1519,1583
33460,1519,1523
33460,1519,1525
33460,1519,1529
33460,1549,1553
33460,1549,1523
33460,1549,1525
33460,1549,1583
33460,1583,1529
33460,1553,1523
33460,1523,1529
33460,1529,1525
33460,1510,1525
33460,1583,1553
33460,1583,1525
33460,1553,1525
33460,1510,1553
33460,1583,1510
33480,1510,1525
33480,1583,1553
33480,1583,1525
33480,1553,1525
33480,1510,1553
33480,1583,1510
33500,1519,1549
33500,1510,1525
33500,1583,1553
33500,1583,1525
33500,1553,1525
33500,1510,1553
33500,1583,1510
33520,1622,1529
33520,1510,1525
33520,1583,1553
33520,1583,1525
33520,1553,1525
33520,1510,1553
33520,1583,1510
33540,1510,1525
33540,1583,1553
33540,1583,1525
33540,1553,1525
33540,1510,1553
33540,1583,1510
33560,1510,1525
33560,1583,1553
33560,1583,1525
33560,1553,1523
33560,1553,1525
33560,1510,1553
33560,1583,1510
33580,1510,1525
33580,1583,1553
33580,1583,1525
33580,1553,1523
33580,1553,1525
33580,1523,1525
33580,1510,1553
33580,1583,1523
33580,1583,1510
33600,1510,1553
33600,1510,1599
33600,1583,1523
33600,1513,1560
33600,1523,1599
33600,1525,1599
33600,1510,1523
33600,1583,1510
33620,1553,1525
33620,1523,1525
33620,1513,1560
33620,1523,1599
33620,1525,1599
33620,1510,1523
33620,1583,1510
33640,1513,1560
33640,1523,1599
33640,1525,1599
33640,1510,1523
33640,1583,1510
33660,1602,1631
33660,1583,1553
33660,1525,1599
33660,1510,1553
33660,1510,1523
33660,1583,1523
33660,1553,1523
33660,1583,1510
33680,1510,1553
33680,1510,1523
33680,1583,1523
33680,1553,1523
33680,1553,1525
33680,1553,1599
33680,1523,1599
33680,1523,1525
33680,1583,1510
33700,1510,1599
33700,1583,1599
33700,1602,1631
33700,1583,1510
33720,1583,1525
33720,1583,1599
33720,1599,1525
33720,1602,1631
33720,1510,1525
33720,1523,1525
33720,1573,1519
33720,1537,1560
33720,1599,1523
33720,1583,1510
33740,1573,1519
33740,1537,1560
33740,1599,1523
33740,1583,1510
33760,1537,1560
33760,1599,1523
33760,1583,1510
33780,1602,1631
33780,1599,1523
33780,1583,1510
33800,1583,1599
33800,1599,1510
33800,1583,1519
33800,1602,1631
33800,1599,1523
33800,1583,1510
33820,1583,1519
33820,1519,1525
33820,1602,1631
33820,1599,1523
33820,1583,1510
33840,1602,1631
33840,1599,1523
33840,1583,1510
33860,1560,1531
33860,1602,1631
33860,1599,1523
33860,1583,1510
33880,1602,1631
33880,1523,1531
33880,1599,1523
33880,1583,1510
33900,1539,1568
33900,1599,1604
33900,1602,1631
33900,1599,1531
33900,1523,1531
33900,1604,1531
33900,1599,1523
33900,1583,1510
33920,1599,1531
33920,1523,1531
33920,1604,1531
33920,1599,1523
33920,1583,1510
33940,1599,1529
33940,1599,1510
33940,1604,1531
33940,1599,1525
33940,1599,1523
33940,1602,1631
33940,1583,1510
33960,1529,1523
33960,1510,1523
33960,1583,1599
33960,1599,1529
33960,1599,1510
33960,1604,1531
33960,1599,1525
33960,1599,1523
33960,1602,1631
33960,1583,1510
33980,1583,1599
33980,1599,1529
33980,1599,1510
33980,1604,1531
33980,1599,1525
33980,1549,1525
33980,1599,1523
33980,1602,1631
33980,1583,1510
34000,1543,1513
34000,1544,1573
34000,1599,1525
34000,1549,1525
34000,1599,1523
34000,1602,1631
34000,1583,1510
34020,1583,1599
34020,1599,1529
34020,1599,1510
34020,1549,1525
34020,1599,1523
34020,1602,1631
34020,1583,1510
34040,1543,1513
34040,1599,1529
34040,1599,1510
34040,1549,1525
34040,1599,1523
34040,1602,1631
34040,1583,1510
34060,1583,1599
34060,1599,1529
34060,1599,1510
34060,1544,1573
34060,1549,1525
34060,1599,1523
34060,1602,1631
34060,1583,1510
34080,1599,1529
34080,1599,1510
34080,1604,1531
34080,1519,1523
34080,1544,1573
34080,1549,1525
34080,1599,1523
34080,1602,1631
34080,1583,1510
34100,1544,1573
34100,1549,1525
34100,1599,1523
34100,1602,1631
34100,1583,1510
34120,1544,1549
34120,1544,1525
34120,1544,1599
34120,1549,1525
34120,1599,1525
34120,1599,1523
34120,1544,1523
34120,1602,1631
34120,1604,1531
34120,1583,1510
34140,1544,1583
34140,1544,1525
34140,1544,1599
34140,1549,1525
34140,1599,1525
34140,1599,1523
34140,1544,1523
34140,1544,1510
34140,1602,1631
34140,1604,1531
34140,1583,1510
34160,1599,1523
34160,1525,1529
34160,1544,1523
34160,1544,1510
34160,1602,1631
34160,1604,1531
34160,1583,1510
34180,1544,1523
34180,1544,1510
34180,1523,1525
34180,1544,1599
34180,1602,1631
34180,1583,1525
34180,1544,1525
34180,1604,1531
34180,1583,1510
34200,1544,1599
34200,1602,1631
34200,1526,1531
34200,1583,1525
34200,1544,1525
34200,1604,1531
34200,1599,1523
34200,1583,1510
34220,1602,1631
34220,1526,1531
34220,1510,1525
34220,1583,1525
34220,1544,1525
34220,1604,1531
34220,1599,1523
34220,1583,1510
34240,1510,1525
34240,1583,1525
34240,1544,1525
34240,1604,1531
34240,1582,1523
34240,1582,1599
34240,1599,1523
34240,1583,1510
34260,1549,1525
34260,1583,1525
